BMI,PhysicalActivity5OrMoreDays,WhatIsYourSex
22.494031221303953,4.0,1.0
20.53531009506564,4.0,2.0
32.96193771626298,3.0,1.0
25.200000000000003,5.0,1.0
27.75442247658689,3.0,1.0
22.87628439158418,1.0,1.0
24.804687499999996,1.0,1.0
21.773333333333333,1.0,1.0
30.374858276643998,5.0,1.0
22.347636537370477,2.0,2.0
23.600416233090527,3.0,1.0
23.90003387406376,1.0,1.0
20.543462381300216,4.0,2.0
31.894531249999996,4.0,1.0
26.430801248699268,2.0,1.0
23.543252595155714,1.0,1.0
24.984374999999996,1.0,1.0
36.96499433106577,1.0,1.0
21.37542517006803,1.0,1.0
21.190311418685123,4.0,1.0
24.911422902494337,1.0,1.0
31.111111111111107,1.0,1.0
23.049418495238815,1.0,1.0
20.89356575963719,3.0,2.0
34.55245844875346,1.0,1.0
22.655567117585846,8.0,1.0
45.87721123829344,1.0,1.0
21.215986394557827,6.0,2.0
25.71570294784581,1.0,2.0
19.60742630385488,1.0,2.0
20.461759497477363,5.0,2.0
31.338577097505674,2.0,2.0
27.483701814058957,6.0,1.0
18.608152358011218,8.0,1.0
22.19503933155181,1.0,2.0
21.474561292766065,4.0,2.0
19.82736455463728,4.0,2.0
23.94667379464733,3.0,2.0
30.88178207769715,7.0,2.0
24.242538296510972,3.0,1.0
19.327823691460058,6.0,1.0
19.61937716262976,5.0,1.0
20.374999999999996,3.0,1.0
20.374999999999996,1.0,2.0
19.766865079365083,1.0,1.0
43.98530762167126,1.0,1.0
21.190311418685123,1.0,2.0
21.340660167864808,4.0,1.0
21.20672023374726,8.0,2.0
18.954115785630247,1.0,1.0
25.71570294784581,2.0,1.0
19.667968749999996,6.0,1.0
24.337204898371418,1.0,2.0
18.48148148148148,8.0,2.0
20.199218749999996,1.0,1.0
20.91616826489358,3.0,1.0
31.073807821144946,1.0,1.0
20.316910685385224,1.0,1.0
20.461759497477363,1.0,1.0
29.25879346018094,2.0,1.0
31.894531249999996,1.0,1.0
19.82736455463728,5.0,1.0
24.624416109077135,6.0,2.0
23.246537396121884,7.0,2.0
24.3811400758458,1.0,2.0
30.5342970521542,1.0,1.0
18.584932451620755,1.0,1.0
23.246537396121884,7.0,2.0
23.543252595155714,8.0,2.0
21.919999999999998,1.0,2.0
37.92588611185762,1.0,2.0
24.991735537190088,6.0,2.0
25.8961937716263,2.0,2.0
22.15977961432507,7.0,1.0
24.337204898371418,1.0,2.0
30.098765432098762,1.0,2.0
24.25072671990377,6.0,1.0
28.047562425683708,3.0,1.0
29.990817263544542,1.0,1.0
26.805675787571985,1.0,1.0
27.281232249657524,7.0,2.0
25.031836734693876,5.0,2.0
20.57114512471656,1.0,1.0
18.519031141868517,8.0,1.0
21.773333333333333,1.0,1.0
43.3921485260771,4.0,2.0
24.11071438159414,7.0,2.0
19.158861340679522,1.0,2.0
25.60879220143777,3.0,1.0
21.597991689750693,8.0,1.0
23.858131487889278,1.0,2.0
22.28719723183391,1.0,2.0
23.193571950328703,1.0,2.0
19.805035944145434,8.0,1.0
18.328741965105603,4.0,1.0
26.046874999999996,5.0,1.0
35.69632653061224,3.0,1.0
34.52941176470589,2.0,1.0
24.9275471414054,5.0,1.0
21.129326047358834,2.0,2.0
27.32071995464853,4.0,1.0
22.268651872286906,8.0,1.0
